|,145,|,Argentan to Liege,,US VII Corps,,09/03/1944,,16,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,W,,WD,,U,,,|
|,146,|,Argentan to Liege,,US VII Corps,,09/04/1944,,35,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,E,,WD,,U,,,|
|,147,|,Argentan to Liege,,US VII Corps,,09/05/1944,,8,,1,,1,,0.8,,0.9,,R,,M,,T,,1,,NR,,E,,DL,,U,,,|
|,148,|,Argentan to Liege,,US VII Corps,,09/06/1944,,14,,0.9,,1,,0.8,,0.9,,R,,M,,T,,1,,0.1,,E,,DL,,U,,,|
|,149,|,Argentan to Liege,,US VII Corps,,09/07/1944,,20,,0.8,,1,,0.8,,0.9,,UR,,S,,T,,1,,0.1,,E,,DL,,U,,,|
|,150,|,Argentan to Liege,,US VII Corps,,09/08/1944,,22,,0.8,,1,,0.8,,0.9,,R,,S,,T,,2,,0.1,,E,,DL,,U,,,|
|,151,|,Argentan to Liege,,US VII Corps,,09/09/1944,,7,,1,,1,,0.8,,0.9,,R,,M,,T,,2,,0.1,,E,,DL,,U,,,|
|,152,|,Argentan to Liege,,US VII Corps,,09/10/1944,,10,,1,,1,,0.8,,0.9,,NR,,S,,T,,2,,0.1,,W,,DL,,U,,,|
|,153,|,Argentan to Liege,,US VII Corps,,09/11/1944,,8,,1,,1,,0.8,,0.9,,NR,,M,,T,,2,,0.1,,W,,DL,,U,,,|
|,154,|,Argentan to Liege,,US VII Corps,,09/12/1944,,5,,1,,1,,0.8,,0.9,,FZ,,M,,T,,2,,0.1,,W,,DL,,U,,,|
|,155,|,Argentan to Liege,,US 3d Armored Division,,08/13/1944,,35,,1,,1,,0.9,,0.9,,NR,,S,,T,,2.5,,0.2,,E,,WD,,U,,,|
|,156,|,Argentan to Liege,,US 3d Armored Division,,08/14/1944,,2,,1,,1,,0.9,,0.9,,NR,,I,,T,,2.5,,0.4,,E,,DL,,U,,,|
|,157,|,Argentan to Liege,,US 3d Armored Division,,08/15/1944,,2,,1,,1,,0.9,,0.9,,NR,,I,,T,,2.5,,0.9,,E,,DL,,U,,,|
|,158,|,Argentan to Liege,,US 3d Armored Division,,08/16/1944,,6,,1,,1,,0.9,,0.9,,NR,,M,,T,,2.5,,0.9,,E,,DL,,U,,,|
|,159,|,Argentan to Liege,,US 3d Armored Division,,08/17/1944,,3,,1,,1,,0.9,,0.9,,NR,,I,,T,,2.5,,0.7,,E,,DL,,U,,,|
|,160,|,Argentan to Liege,,US 3d Armored Division,,08/18/1944,,P,,1,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,161,|,Argentan to Liege,,US 3d Armored Division,,08/19/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,162,|,Argentan to Liege,,US 3d Armored Division,,08/20/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,163,|,Argentan to Liege,,US 3d Armored Division,,08/21/1944,,P,,0.7,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,164,|,Argentan to Liege,,US 3d Armored Division,,08/22/1944,,110,,0.8,,1,,NR,,0.9,,NR,,P-N,,P,,NR,,NR,,P,,NR,,U,,,|
|,165,|,Argentan to Liege,,US 3d Armored Division,,08/23/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,166,|,Argentan to Liege,,US 3d Armored Division,,08/24/1944,,130,,0.8,,1,,NR,,0.9,,NR,,P-N,,P,,NR,,NR,,P,,NR,,U,,,|
|,167,|,Argentan to Liege,,US 3d Armored Division,,08/25/1944,,P,,1,,1,,NR,,0.9,,NR,,P,,P,,NR,,0.2,,P,,NR,,U,,,|
|,168,|,Argentan to Liege,,US 3d Armored Division,,08/26/1944,,35,,1,,1,,0.8,,0.9,,R,,N,,F,,1,,0.1,,T,,WD,,U,,,|
|,169,|,Argentan to Liege,,US 3d Armored Division,,08/27/1944,,25,,1,,1,,0.8,,0.9,,R,,N,,F,,1,,0.2,,T,,WD,,U,,,|
|,170,|,Argentan to Liege,,US 3d Armored Division,,08/28/1944,,63,,1,,1,,0.8,,0.9,,NR,,N,,F,,1,,0.2,,T,,WD,,U,,,|
|,171,|,Argentan to Liege,,US 3d Armored Division,,08/29/1944,,19,,0.9,,1,,0.8,,0.9,,R,,N,,F,,1,,0.1,,T,,WD,,U,,,|
|,172,|,Argentan to Liege,,US 3d Armored Division,,08/30/1944,,16,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,W,,DL,,U,,,|
|,173,|,Argentan to Liege,,US 3d Armored Division,,08/31/1944,,28,,0.8,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.2,,W,,WD,,U,,,|
|,174,|,Argentan to Liege,,US 3d Armored Division,,09/01/1944,,22,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,W,,DL,,U,,,|
|,175,|,Argentan to Liege,,US 3d Armored Division,,09/02/1944,,40,,1,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.2,,W,,WD,,U,,,|
|,176,|,Argentan to Liege,,US 3d Armored Division,,09/03/1944,,P,,1,,1,,0.8,,0.9,,NR,,P,,P,,NR,,NR,,W,,P,,U,,,|
|,177,|,Argentan to Liege,,US 3d Armored Division,,09/04/1944,,45,,1,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.1,,W,,DL,,U,,,|
|,178,|,Argentan to Liege,,US 3d Armored Division,,09/05/1944,,10,,1,,1,,0.8,,0.9,,R,,S,,T,,1,,0.2,,E,,WD,,U,,,|
|,179,|,Argentan to Liege,,US 3d Armored Division,,09/06/1944,,28,,0.9,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,E,,WD,,U,,,|
|,180,|,Argentan to Liege,,US 3d Armored Division,,09/07/1944,,26,,0.8,,1,,0.8,,0.9,,UR,,S,,T,,1,,0.1,,E,,WD,,U,,,|
|,181,|,Argentan to Liege,,US 3d Armored Division,,09/08/1944,,3,,0.8,,1,,0.8,,0.9,,NR,,P-N,,P,,NR,,NR,,E,,P,,U,,,|
|,182,|,Argentan to Liege,,US 3d Armored Division,,09/09/1944,,26,,1,,1,,0.8,,0.9,,R,,S,,T,,2,,0.4,,E,,DL,,U,,,|
|,183,|,Argentan to Liege,,US 3d Armored Division,,09/10/1944,,3,,1,,1,,0.8,,0.9,,NR,,N,,T,,2,,0.4,,W,,DL,,U,,,|
|,184,|,Argentan to Liege,,US 3d Armored Division,,09/11/1944,,11,,1,,1,,0.8,,0.9,,NR,,N,,T,,2,,0.3,,W,,DL,,U,,,|
|,185,|,Argentan to Liege,,US 3d Armored Division,,09/12/1944,,8,,1,,1,,0.8,,0.9,,FZ,,S,,T,,2,,0.2,,W,,DL,,U,,,|
|,186,|,Argentan to Liege,,US 1st Infantry Division,,08/13/1944,,20,,1,,1,,0.9,,0.9,,NR,,S-N,,F,,2.5,,NR,,E,,DL,,U,,,|
|,187,|,Argentan to Liege,,US 1st Infantry Division,,08/14/1944,,6,,1,,1,,0.9,,0.9,,NR,,M,,F,,2.5,,0.2,,E,,DL,,U,,,|
|,188,|,Argentan to Liege,,US 1st Infantry Division,,08/15/1944,,6,,1,,1,,0.9,,0.9,,NR,,M,,F,,2.5,,0.3,,E,,WD,,U,,,|
|,189,|,Argentan to Liege,,US 1st Infantry Division,,08/16/1944,,4,,1,,1,,0.9,,0.9,,NR,,M,,F,,2.5,,0.1,,E,,NR,,U,,,|
|,190,|,Argentan to Liege,,US 1st Infantry Division,,08/17/1944,,P,,1,,1,,0.9,,0.9,,NR,,P,,P,,P,,NR,,NR,,NR,,U,,,|
|,191,|,Argentan to Liege,,US 1st Infantry Division,,08/18/1944,,P,,1,,1,,NR,,0.9,,NR,,P,,P,,P,,NR,,NR,,NR,,U,,,|
|,192,|,Argentan to Liege,,US 1st Infantry Division,,08/19/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,P,,NR,,NR,,NR,,U,,,|
|,193,|,Argentan to Liege,,US 1st Infantry Division,,08/20/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,P,,NR,,NR,,NR,,U,,,|
|,194,|,Argentan to Liege,,US 1st Infantry Division,,08/21/1944,,P,,0.7,,1,,NR,,0.9,,NR,,P,,P,,P,,NR,,NR,,NR,,U,,,|
|,195,|,Argentan to Liege,,US 1st Infantry Division,,08/22/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,P,,NR,,NR,,NR,,U,,,|
|,196,|,Argentan to Liege,,US 1st Infantry Division,,08/23/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,F,,P,,NR,,NR,,NR,,U,,,|
|,197,|,Argentan to Liege,,US 1st Infantry Division,,08/24/1944,,150,,0.8,,1,,NR,,0.9,,NR,,P-N,,F,,2,,NR,,NR,,NR,,U,,,|
|,198,|,Argentan to Liege,,US 1st Infantry Division,,08/25/1944,,90,,1,,1,,NR,,0.9,,NR,,P-N,,F,,2,,NR,,NR,,NR,,U,,,|
|,199,|,Argentan to Liege,,US 1st Infantry Division,,08/26/1944,,P,,1,,1,,0.8,,0.9,,NR,,P,,F,,P,,0.1,,NR,,NR,,U,,,|
|,200,|,Argentan to Liege,,US 1st Infantry Division,,08/27/1944,,50,,1,,1,,0.8,,0.9,,R,,P-N,,F,,3,,0.1,,NR,,NR,,U,,,|
|,201,|,Argentan to Liege,,US 1st Infantry Division,,08/28/1944,,30,,1,,1,,0.8,,0.9,,NR,,P-N,,F,,3,,NR,,NR,,NR,,U,,,|
|,202,|,Argentan to Liege,,US 1st Infantry Division,,08/29/1944,,40,,0.9,,1,,0.8,,0.9,,NR,,P-N,,F,,3,,0.1,,NR,,NR,,U,,,|
|,203,|,Argentan to Liege,,US 1st Infantry Division,,08/30/1944,,30,,1,,1,,0.8,,0.9,,NR,,P-N,,F,,3,,0.1,,NR,,NR,,U,,,|
|,204,|,Argentan to Liege,,US 1st Infantry Division,,08/31/1944,,30,,0.8,,1,,0.8,,0.9,,NR,,P-N,,F,,3,,0.1,,NR,,NR,,U,,,|
|,205,|,Argentan to Liege,,US 1st Infantry Division,,09/01/1944,,33,,1,,1,,0.8,,0.9,,NR,,P-N,,F,,3,,0.1,,NR,,NR,,U,,,|
|,206,|,Argentan to Liege,,US 1st Infantry Division,,09/02/1944,,40,,1,,1,,0.8,,0.9,,NR,,N,,F,,3,,0.1,,W,,WD,,U,,,|
|,207,|,Argentan to Liege,,US 1st Infantry Division,,09/03/1944,,22,,1,,1,,0.8,,0.9,,NR,,S,,F,,3,,0.1,,W,,A-DL,,U,,,|
|,208,|,Argentan to Liege,,US 1st Infantry Division,,09/04/1944,,15,,1,,1,,0.8,,0.9,,NR,,M,,F,,3,,0.2,,W,,A-DL,,U,,,|
|,209,|,Argentan to Liege,,US 1st Infantry Division,,09/05/1944,,NR,,1,,1,,0.8,,0.9,,NR,,M,,F,,P,,0.5,,NR,,A,,U,,,|
|,210,|,Argentan to Liege,,US 1st Infantry Division,,09/06/1944,,38,,0.9,,1,,0.8,,0.9,,NR,,S-N,,T,,3,,0.3,,E,,WD,,U,,,|
|,211,|,Argentan to Liege,,US 1st Infantry Division,,09/07/1944,,30,,0.8,,1,,0.8,,0.9,,NR,,S-N,,T,,3,,0.2,,E,,WD,,U,,,|
|,212,|,Argentan to Liege,,US 1st Infantry Division,,09/08/1944,,55,,0.8,,1,,0.8,,0.9,,R,,N,,T,,3,,0.1,,E,,WD,,U,,,|
|,213,|,Argentan to Liege,,US 9th Infantry Division,,08/15/1944,,6,,1,,1,,0.9,,0.9,,NR,,S,,F,,2.5,,0.1,,E,,DL,,U,,,|
|,214,|,Argentan to Liege,,US 9th Infantry Division,,08/16/1944,,8,,1,,1,,0.9,,0.9,,NR,,M,,F,,2.5,,0.3,,E,,DL,,U,,,|
|,215,|,Argentan to Liege,,US 9th Infantry Division,,08/17/1944,,3,,1,,1,,0.9,,0.9,,NR,,M,,F,,2.5,,0.9,,E,,WD,,U,,,|
|,216,|,Argentan to Liege,,US 9th Infantry Division,,08/18/1944,,P,,1,,1,,NR,,0.9,,NR,,P,,P,,NR,,0.1,,P,,NR,,U,,,|
|,217,|,Argentan to Liege,,US 9th Infantry Division,,08/19/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,218,|,Argentan to Liege,,US 9th Infantry Division,,08/20/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,NR,,U,,,|
|,219,|,Argentan to Liege,,US 9th Infantry Division,,08/21/1944,,60,,0.7,,1,,NR,,0.9,,NR,,P-N,,F,,NR,,NR,,P,,NR,,U,,,|
|,220,|,Argentan to Liege,,US 9th Infantry Division,,08/22/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,F,,NR,,NR,,P,,NR,,U,,,|
|,221,|,Argentan to Liege,,US 9th Infantry Division,,08/23/1944,,50,,0.8,,1,,NR,,0.9,,NR,,P-N,,F,,NR,,NR,,P,,NR,,U,,,|
|,222,|,Argentan to Liege,,US 9th Infantry Division,,08/24/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,F,,NR,,NR,,P,,NR,,U,,,|
|,223,|,Argentan to Liege,,US 9th Infantry Division,,08/25/1944,,130,,1,,1,,NR,,0.9,,NR,,P-N,,F,,NR,,0.1,,P,,NR,,U,,,|
|,224,|,Argentan to Liege,,US 9th Infantry Division,,08/26/1944,,P,,1,,1,,0.8,,0.9,,NR,,P,,F,,NR,,0.1,,P,,NR,,U,,,|
|,225,|,Argentan to Liege,,US 9th Infantry Division,,08/27/1944,,40,,1,,1,,0.8,,0.9,,R,,P-N,,F,,NR,,0.2,,P,,NR,,U,,,|
|,226,|,Argentan to Liege,,US 9th Infantry Division,,08/28/1944,,35,,1,,1,,0.8,,0.9,,NR,,P-N,,F,,NR,,0.1,,P,,NR,,U,,,|
|,227,|,Argentan to Liege,,US 9th Infantry Division,,08/29/1944,,40,,1,,1,,0.8,,0.9,,NR,,P-N,,F,,NR,,0.2,,P,,NR,,U,,,|
|,228,|,Argentan to Liege,,US 9th Infantry Division,,08/30/1944,,35,,1,,1,,0.8,,0.9,,NR,,P-N,,F,,NR,,0.1,,P,,NR,,U,,,|
|,229,|,Argentan to Liege,,US 9th Infantry Division,,08/31/1944,,48,,0.8,,1,,0.8,,0.9,,NR,,N,,F,,3,,NR,,W,,WD,,U,,,|
|,230,|,Argentan to Liege,,US 9th Infantry Division,,09/01/1944,,25,,1,,1,,0.8,,0.9,,NR,,S,,F,,3,,0.1,,W,,WD,,U,,,|
|,231,|,Argentan to Liege,,US 9th Infantry Division,,09/02/1944,,24,,1,,1,,0.8,,0.9,,NR,,S,,F,,3,,0.1,,W,,NR,,U,,,|
|,232,|,Argentan to Liege,,US 9th Infantry Division,,09/03/1944,,32,,1,,1,,0.8,,0.9,,NR,,N,,F,,1,,NR,,W,,NR,,U,,,|
|,233,|,Argentan to Liege,,US 9th Infantry Division,,09/04/1944,,22,,1,,1,,0.8,,0.9,,NR,,N,,F,,1,,0.5,,W,,NR,,U,,,|
|,234,|,Argentan to Liege,,US 9th Infantry Division,,09/05/1944,,1,,1,,1,,0.8,,0.9,,R,,I,,T,,1,,0.7,,W,,DL,,U,,,|
|,235,|,Argentan to Liege,,US 9th Infantry Division,,09/06/1944,,2,,0.9,,1,,0.8,,0.9,,R,,I,,T,,1,,0.5,,W,,DL,,U,,,|
|,236,|,Argentan to Liege,,US 9th Infantry Division,,09/07/1944,,3,,0.8,,1,,0.8,,0.9,,R,,M,,T,,1,,0.4,,E,,WD,,U,,,|
|,237,|,Argentan to Liege,,US 9th Infantry Division,,09/08/1944,,37,,0.8,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.2,,E,,WD,,U,,,|
|,238,|,Argentan to Liege,,US 9th Infantry Division,,09/09/1944,,11,,1,,1,,0.8,,0.9,,R,,S,,T,,2,,0.1,,W,,WD,,U,,,|
|,239,|,Argentan to Liege,,US 9th Infantry Division,,09/10/1944,,9,,1,,1,,0.8,,0.9,,NR,,S,,T,,2,,0.2,,W,,DL,,U,,,|
|,240,|,Le Mans to Metz,,US XX Corps,,08/14/1944,,24,,1,,1,,0.9,,0.9,,NR,,N,,F,,3,,0,,W,,WD,,6.4,,,|
|,241,|,Le Mans to Metz,,US XX Corps,,08/15/1944,,30,,0.9,,1,,0.9,,0.9,,NR,,S,,F,,3,,0.1,,W,,HD,,5.5,,,|
|,242,|,Le Mans to Metz,,US XX Corps,,08/16/1944,,31,,1,,1,,0.9,,0.9,,U,,N-M,,F,,3,,0.5,,W,,HD,,7,,,|
|,243,|,Le Mans to Metz,,US XX Corps,,08/17/1944,,6,,1,,1,,0.9,,0.9,,U,,N-M,,F,,3,,0.5,,W,,HD,,2.5,,,|
|,244,|,Le Mans to Metz,,US XX Corps,,08/18/1944,,11,,1,,1,,0.9,,0.9,,U,,N-M,,F,,3,,0.4,,W,,HD,,4.2,,,|
|,245,|,Le Mans to Metz,,US XX Corps,,08/19/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,0.3,,P,,P,,2.5,,,|
|,246,|,Le Mans to Metz,,US XX Corps,,08/20/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,NR,,0.1,,P,,P,,1.1,,,|
|,247,|,Le Mans to Metz,,US XX Corps,,08/21/1944,,55,,0.9,,1,,0.9,,0.9,,NR,,N,,F,,1,,0.1,,T,,DL,,2.1,,,|
|,248,|,Le Mans to Metz,,US XX Corps,,08/22/1944,,40,,0.9,,1,,0.8,,0.9,,NR,,S,,F,,1,,0.2,,T,,DL-PD,,1.5,,,|
|,249,|,Le Mans to Metz,,US XX Corps,,08/23/1944,,5,,0.8,,1,,0.8,,0.9,,R,,S,,F,,1,,0.1,,T,,PD,,1.6,,,|
|,250,|,Le Mans to Metz,,US XX Corps,,08/24/1944,,8,,1,,1,,0.8,,0.9,,R,,S,,T,,1,,0.1,,W,,PD,,2,,,|
|,251,|,Le Mans to Metz,,US XX Corps,,08/25/1944,,25,,1,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.1,,W,,WD,,2.4,,,|
|,252,|,Le Mans to Metz,,US XX Corps,,08/26/1944,,20,,1,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.1,,W,,WD,,2.9,,,|
|,253,|,Le Mans to Metz,,US XX Corps,,08/27/1944,,25,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,W,,WD,,2.9,,,|
|,254,|,Le Mans to Metz,,US XX Corps,,08/28/1944,,40,,0.8,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.1,,E,,WD,,2.7,,,|
|,255,|,Le Mans to Metz,,US XX Corps,,08/29/1944,,30,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.1,,E,,WD,,3.9,,,|
|,256,|,Le Mans to Metz,,US XX Corps,,08/30/1944,,35,,0.9,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.2,,E,,WD,,2.4,,,|
|,257,|,Le Mans to Metz,,US XX Corps,,08/31/1944,,55,,0.8,,1,,0.7,,0.9,,R,,N,,T,,1,,0.1,,E,,WD,,8.6,,,|
|,258,|,Le Mans to Metz,,US XX Corps,,09/01/1944,,10,,1,,1,,NR,,0.9,,NR,,P-N,,P,,NR,,0.1,,P,,P-WD,,2.2,,,|
|,259,|,Le Mans to Metz,,US XX Corps,,09/02/1944,,10,,0.8,,1,,NR,,0.9,,NR,,P-N,,P,,NR,,0.1,,P,,P-WD,,1.1,,,|
|,260,|,Le Mans to Metz,,US XX Corps,,09/03/1944,,10,,1,,1,,NR,,0.9,,NR,,P-N,,P,,NR,,0.1,,P,,P-WD,,1.1,,,|
|,261,|,Le Mans to Metz,,US XX Corps,,09/04/1944,,10,,0.9,,1,,NR,,0.9,,NR,,P-N,,P,,NR,,0.1,,P,,P-WD,,0.6,,,|
|,262,|,Le Mans to Metz,,US XX Corps,,09/05/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,NR,,0.1,,P,,P,,0.3,,,|
|,263,|,Le Mans to Metz,,US XX Corps,,09/06/1944,,14,,0.7,,1,,0.7,,0.9,,NR,,N,,F,,1,,0.1,,F,,DL,,0.2,,,|
|,264,|,Le Mans to Metz,,US XX Corps,,09/07/1944,,7,,0.7,,1,,0.7,,0.9,,FZ,,N,,F,,1,,0.3,,F,,DL,,0.1,,,|
|,265,|,Le Mans to Metz,,US XX Corps,,09/08/1944,,2,,0.7,,1,,0.7,,0.9,,FZ,,I,,F,,1,,0.3,,F,,DL,,0.1,,,|
|,266,|,Le Mans to Metz,,US XX Corps,,09/09/1944,,2,,0.8,,1,,0.7,,0.9,,R-FZ,,I,,T,,1,,0.5,,T,,DL,,2.4,,,|
|,267,|,Le Mans to Metz,,US XX Corps,,09/10/1944,,3,,0.9,,1,,0.7,,0.9,,R-FZ,,I,,T,,1,,0.8,,T,,DL,,0.6,,,|
|,268,|,Le Mans to Metz,,US XX Corps,,09/11/1944,,4,,0.9,,1,,0.7,,0.9,,R-FZ,,I,,T,,1,,0.6,,T,,DL,,0.6,,,|
|,269,|,Le Mans to Metz,,US XX Corps,,09/12/1944,,2,,1,,1,,0.7,,0.9,,R-FZ,,P-I,,T,,1,,0.6,,T,,P-DL,,0.3,,,|
|,270,|,Le Mans to Metz,,US XX Corps,,09/13/1944,,0,,0.9,,1,,0.7,,0.9,,R-FZ,,I,,T,,1,,0.6,,T,,FD,,0.5,,,|
|,271,|,Le Mans to Metz,,US 7th Armored Division,,08/14/1944,,24,,1,,1,,0.9,,0.9,,NR,,N,,F,,2,,0,,W,,WD,,6.4,,,|
|,272,|,Le Mans to Metz,,US 7th Armored Division,,08/15/1944,,38,,0.9,,1,,0.9,,0.9,,NR,,N-I,,F,,2,,0.1,,W,,HD,,5.5,,,|
|,273,|,Le Mans to Metz,,US 7th Armored Division,,08/16/1944,,11,,1,,1,,0.9,,0.9,,U,,S-I,,F,,2,,0.9,,W,,HD,,7,,,|
|,274,|,Le Mans to Metz,,US 7th Armored Division,,08/17/1944,,21,,1,,1,,0.9,,0.9,,U,,N-I,,F,,2,,1,,W,,HD,,2.5,,,|
|,275,|,Le Mans to Metz,,US 7th Armored Division,,08/18/1944,,20,,1,,1,,0.9,,0.9,,NR,,N,,F,,2,,0.9,,W,,WD,,4.2,,,|
|,276,|,Le Mans to Metz,,US 7th Armored Division,,08/19/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,0.7,,P,,P,,2.5,,,|
|,277,|,Le Mans to Metz,,US 7th Armored Division,,08/20/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,P,,1.1,,,|
|,278,|,Le Mans to Metz,,US 7th Armored Division,,08/21/1944,,55,,0.9,,1,,0.9,,0.9,,NR,,N,,F,,1,,NR,,T,,DL,,2.1,,,|
|,279,|,Le Mans to Metz,,US 7th Armored Division,,08/22/1944,,34,,0.9,,1,,0.8,,0.9,,NR,,S-I,,F,,1,,0.2,,T,,DL-PD,,1.5,,,|
|,280,|,Le Mans to Metz,,US 7th Armored Division,,08/23/1944,,12,,0.8,,1,,0.8,,0.9,,R,,S-I,,F,,1,,0.1,,T,,PD,,1.6,,,|
|,281,|,Le Mans to Metz,,US 7th Armored Division,,08/24/1944,,10,,1,,1,,0.8,,0.9,,R,,S-I,,T,,1,,0.2,,W,,PD,,2,,,|
|,282,|,Le Mans to Metz,,US 7th Armored Division,,08/25/1944,,45,,1,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.2,,W,,WD,,2.4,,,|
|,283,|,Le Mans to Metz,,US 7th Armored Division,,08/26/1944,,P,,1,,1,,0.8,,0.9,,NR,,P,,T,,1,,0.1,,P,,WD,,2.9,,,|
|,284,|,Le Mans to Metz,,US 7th Armored Division,,08/27/1944,,55,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.6,,W,,WD,,2.9,,,|
|,285,|,Le Mans to Metz,,US 7th Armored Division,,08/28/1944,,40,,0.8,,1,,0.8,,0.9,,NR,,N,,T,,1,,0.4,,W,,WD,,2.7,,,|
|,286,|,Le Mans to Metz,,US 7th Armored Division,,08/29/1944,,35,,1,,1,,0.8,,0.9,,NR,,S,,T,,1,,0.3,,W,,WD,,3.9,,,|
|,287,|,Le Mans to Metz,,US 7th Armored Division,,08/30/1944,,55,,0.9,,1,,0.8,,0.9,,NR,,N-S,,T,,1,,0.3,,E,,WD,,2.4,,,|
|,288,|,Le Mans to Metz,,US 7th Armored Division,,08/31/1944,,60,,0.8,,1,,0.7,,0.9,,R,,N-S,,T,,1,,0.3,,E,,WD,,8.6,,,|
|,289,|,Le Mans to Metz,,US 7th Armored Division,,09/01/1944,,P,,1,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,P,,NR,,,|
|,290,|,Le Mans to Metz,,US 7th Armored Division,,09/02/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,P,,NR,,,|
|,291,|,Le Mans to Metz,,US 7th Armored Division,,09/03/1944,,P,,1,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,P,,NR,,,|
|,292,|,Le Mans to Metz,,US 7th Armored Division,,09/04/1944,,P,,0.9,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,P,,NR,,,|
|,293,|,Le Mans to Metz,,US 7th Armored Division,,09/05/1944,,P,,0.8,,1,,NR,,0.9,,NR,,P,,P,,NR,,NR,,P,,P,,NR,,,|
|,294,|,Le Mans to Metz,,US 7th Armored Division,,09/06/1944,,46,,0.7,,1,,0.7,,0.9,,NR,,S-I,,F,,2,,0.2,,F,,DL,,1.1,,,|
|,295,|,Le Mans to Metz,,US 7th Armored Division,,09/07/1944,,12,,0.7,,1,,0.7,,0.9,,FZ,,I,,F,,2,,0.5,,F,,DL,,0.4,,,|
|,296,|,Le Mans to Metz,,US 7th Armored Division,,09/08/1944,,2,,0.7,,1,,0.7,,0.9,,FZ,,I,,F,,2,,0.2,,F,,FD,,0.3,,,|
|,297,|,Le Mans to Metz,,US 7th Armored Division,,09/09/1944,,2,,0.8,,1,,0.7,,0.9,,R-FZ,,I,,T,,2,,1,,T,,FD,,0.9,,,|
|,298,|,Le Mans to Metz,,US 7th Armored Division,,09/10/1944,,0,,0.9,,1,,0.7,,0.9,,R-FZ,,I,,T,,2,,1,,T,,FD,,0.6,,,|
|,299,|,Le Mans to Metz,,US 7th Armored Division,,09/11/1944,,0,,0.9,,1,,0.7,,0.9,,R-FZ,,I,,T,,2,,0.4,,T,,FD,,0.6,,,|
|,300,|,Le Mans to Metz,,US 7th Armored Division,,09/12/1944,,2,,1,,1,,0.7,,0.9,,R-FZ,,S,,T,,2,,0.6,,T,,FD,,0.3,,,|
|,301,|,Le Mans to Metz,,US 7th Armored Division,,09/13/1944,,0,,0.9,,1,,0.7,,0.9,,R-FZ,,S,,T,,2,,0.1,,T,,FD,,0.5,,,|
|,302,|,Saar (Lorraine) Campaign,,US XII Corps,,11/08/1944,,2.8,,0.3,,0.9,,0.8,,0.8,,NR,,I,,F,,3,,0.8,,F,,FD,,5.1,,,|
|,303,|,Saar (Lorraine) Campaign,,US XII Corps,,11/09/1944,,2.2,,0.3,,0.9,,0.8,,0.8,,NR,,I,,F,,3,,1.1,,F,,FD,,3.2,,,|
|,304,|,Saar (Lorraine) Campaign,,US XII Corps,,11/10/1944,,3.5,,0.3,,0.9,,0.8,,0.8,,NR,,M,,T,,3,,0.8,,T,,DL,,2.6,,,|
